id,name,type,subtype,district,neighbourhood,latitude,longitude,etymology_type,etymology_summary,named_after,named_after_wikidata,person_gender,person_birth_year,person_death_year,person_profession,person_nationality,naming_date,previous_names,source,confidence,line,opening_year,operator,municipality,etymology_summary_es,named_after_es
ml_025,Ciudad del Cine,metro_ligero_station,ML3,,,40.3940,-3.7680,descriptive,"Named for its location in the Ciudad de la Imagen audiovisual park in Pozuelo de Alarcón. 'Ciudad del Cine' = 'City of Cinema'. The complex houses Kinepolis Madrid, a 25-screen Belgian multiplex opened in 1998 that won a Guinness record for the world's largest cinema (9200+ seats) and has hosted over 50 million visitors and 400 film premieres. Alongside it sit Telemadrid's headquarters, the ECAM film school (Escuela de Cinematografia y Audiovisual de la Comunidad de Madrid), the Television Academy's offices and the Filmoteca Espanola archive. The audiovisual-themed development transformed former farmland west of Madrid into Spain's most concentrated media production district.","Ciudad del Cine (Cinema City, Boadilla del Monte film facilities area)",,,,,,,,,es.wikipedia.org/wiki/Estacion_de_Ciudad_del_Cine;Ayto. Boadilla del Monte (ayuntamientoboadilladelmonte.org); es.wikipedia.org/wiki/Ciudad_de_la_Imagen; elespanol.com (Kinepolis 25 anos); kinepolis.es,verified,ML3,2007,Metro Ligero Oeste,Pozuelo de Alarcón,"Recibe su nombre por su ubicación en el parque audiovisual de la Ciudad de la Imagen, en Pozuelo de Alarcón. «Ciudad del Cine» alude al complejo que alberga Kinépolis Madrid, un multicine belga de 25 salas inaugurado en 1998 que obtuvo un récord Guinness como el cine más grande del mundo (más de 9200 butacas) y ha recibido a más de 50 millones de espectadores y 400 estrenos. Junto a él se encuentran la sede de Telemadrid, la escuela de cine ECAM (Escuela de Cinematografía y Audiovisual de la Comunidad de Madrid), las oficinas de la Academia de Televisión y el archivo de la Filmoteca Española. Este desarrolló de temática audiovisual transformó antiguos terrenos agrícolas al oeste de Madrid en el distrito de producción audiovisual más concentrado de España.",Ciudad del Cine (zona de instalaciones cinematográficas de Boadilla del Monte)
ml_026,Cocheras,metro_ligero_station,ML3,,,40.3952,-3.7580,descriptive,"Named after the Metro Ligero Oeste tram depot ('cocheras' = depots/garages) where the Citadis fleet is housed and maintained. 'Cochera' derives from 'coche' (carriage), which entered Spanish from Hungarian 'kocsi' via German 'Kutsche', after the town of Kocs where sprung carriages were invented in the 15th century. Madrid's original tramway network reached 188 km before being dismantled in 1972; the Metro Ligero, opened in 2007, marked the return of streetcar transit after a 35-year absence.",Cocheras (tram/light rail depot and maintenance facility),,,,,,,,,es.wikipedia.org/wiki/Estacion_de_Cocheras_(Metro_Ligero);comunidad.madrid,verified,ML3,2007,Metro Ligero Oeste,Pozuelo de Alarcón,"Debe su nombre a las cocheras del tranvía Metro Ligero Oeste, donde se estaciona y mantiene la flota de Citadis. «Cochera» deriva de «coche», palabra que llegó al español desde el húngaro «kocsi» a través del alemán «Kutsche», en alusión a la localidad de Kocs donde se inventaron los carruajes con suspensión en el siglo XV. La red original de tranvías de Madrid llegó a alcanzar 188 km antes de ser desmantelada en 1972; el Metro Ligero, inaugurado en 2007, supuso el regreso del tranvía tras 35 años de ausencia.",Cocheras (depósito y taller de mantenimiento de tranvía/metro ligero)
ml_027,Retamares,metro_ligero_station,ML3,,,40.3960,-3.7720,descriptive,"Named after the Retamares area. From 'retama' (broom plant, from Arabic 'ratama') + collective suffix '-es', meaning 'place of broom bushes'. The area is dominated by the Base de Retamares, popularly nicknamed 'the Spanish Pentagon'. After NATO's Allied Force Command Madrid was deactivated in June 2013, Spain's Estado Mayor de la Defensa (Joint Chiefs of Staff) took over the facilities in 2014 and consolidated key commands here: the Operations Command, the Joint Cyber Command, the Armed Forces Intelligence Centre (CIFAS), and the Joint Special Operations Command. The Military School of Cyber Operations was founded on the base in 2023.","Retamares (retamar: place of broom plants, Retama sphaerocarpa)",,,,,,,,,RAE (dle.rae.es/retama -- Arabic ratama); etimologias.dechile.net/?retama; es.wikipedia.org/wiki/Estacion_de_Retamares; es.wikipedia.org/wiki/Base_de_Retamares; elconfidencialdigital.com (Retamares),verified,ML3,2007,Metro Ligero Oeste,Pozuelo de Alarcón,"Toma su nombre de la zona de Retamares. Procede de «retama» (del árabe «ratama») + el sufijo colectivo «-es», que significa 'lugar de retamas'. La zona está dominada por la Base de Retamares, apodada popularmente «el Pentágono español». Tras la desactivación del Mando Aliado de la OTAN en Madrid en junio de 2013, el Estado Mayor de la Defensa asumió las instalaciones en 2014 y concentró aquí mandos clave: el Mando de Operaciones, el Mando Conjunto del Ciberespacio, el Centro de Inteligencia de las Fuerzas Armadas (CIFAS) y el Mando Conjunto de Operaciones Especiales. La Escuela Militar de Ciberoperaciones se fundó en la base en 2023.","Retamares (retamar: place of retamas, Retama sphaerocarpa)"
ml_028,Montepríncipe,metro_ligero_station,ML3,,,40.4003,-3.8253,place,"Named after the Monte Príncipe residential urbanization. The land was part of the Monte de Boadilla, owned from 1761 by Infante Luis Antonio de Borbón. Through inheritance it passed to Carlota Luisa Godoy y Borbón, who married Camilo Ruspoli, Príncipe de Cerveteri. The Ruspoli family owned the estate until the 1960s-2000s. The name combines 'Monte' (the Boadilla woodland) with the princely title of its Ruspoli owners.","Montepríncipe (residential development, CEU San Pablo University campus)",,,,,,,,,monteprincipe.net/historia; soloboadilla.es/reportajes/reportaje/news/monteprincipe; es.wikipedia.org/wiki/Palacio_del_Infante_don_Luis_(Boadilla_del_Monte);Ayto. Boadilla del Monte (ayuntamientoboadilladelmonte.org),verified,ML3,2007,Metro Ligero Oeste,Boadilla del Monte,"Lleva el nombre de la urbanización residencial Monte Príncipe. El terreno formaba parte del Monte de Boadilla, propiedad desde 1761 del infante Luis Antonio de Borbón. Por herencia pasó a Carlota Luisa Godoy y Borbón, quien se casó con Camilo Ruspoli, príncipe de Cerveteri. La familia Ruspoli fue propietaria de la finca hasta los años 1960-2000. El nombre combina «Monte» (el bosque de Boadilla) con el título principesco de sus dueños Ruspoli.","Montepríncipe (urbanización, campus de la Universidad CEU San Pablo)"
ml_029,Ventorro del Cano,metro_ligero_station,ML3,,,40.3980,-3.8100,descriptive,"Named after the Ventorro del Cano area in Alcorcón. 'Ventorro' is a diminutive of 'venta' (inn/tavern from Latin vendita), a small roadside establishment for travelers. 'Del Cano' is the surname of the innkeeper. Historically a stopping point (parada de postas) on the old Camino de Extremadura, documented as existing until at least 1828.",Ventorro del Cano (Cano's roadside inn on the Camino de Extremadura),,,,,,,,,alcorcon.org; es.wikipedia.org/wiki/Ventorro_del_Cano;Cronistas Oficiales (cronistasoficiales.com),verified,ML3,2007,Metro Ligero Oeste,Alcorcón,"Recibe su nombre de la zona del Ventorro del Cano, en Alcorcón. «Ventorro» es un diminutivo de «venta» (del latín vendita), una pequeña posada de camino para viajeros. «Del Cano» es el apellido del ventero. Históricamente fue una parada de postas en el antiguo Camino de Extremadura, documentada como existente al menos hasta 1828.",Ventorro del Cano (venta de Cano en el Camino de Extremadura)
ml_030,Prado del Espino,metro_ligero_station,ML3,,,40.4020,-3.8350,descriptive,"Named after the Prado del Espino area. 'Prado' means meadow and 'espino' refers to the common hawthorn (Crataegus monogyna), a thorny shrub native to Europe that each spring covers itself in fragrant white five-petalled flowers and in autumn bears bright red berries. The hawthorn once grew wild here before the land was developed. Since 2004 the site houses the Parque Empresarial Prado del Espino, a business park with around 150 companies and 2500 employees, adjacent to Santander's Ciudad Financiera. Its internal streets carry artisan-trade names: Artesanos, Forjadores, Impresores.","Prado del Espino (meadow of the hawthorn, from Latin pratum + spinus)",,,,,,,,,RAE (dle.rae.es/espino; dle.rae.es/prado); es.wikipedia.org/wiki/Estacion_de_Prado_del_Espino;Ayto. Boadilla (ayuntamientoboadilladelmonte.org),verified,ML3,2007,Metro Ligero Oeste,Boadilla del Monte,"Toma su nombre de la zona de Prado del Espino. «Prado» significa pradera y «espino» se refiere al espino blanco o majuelo (Crataegus monogyna), un arbusto espinoso autóctono de Europa que cada primavera se cubre de fragantes flores blancas de cinco pétalos y en otoño da brillantes bayas rojas. El espino crecía silvestre aquí antes de que el terreno fuera urbanizado. Desde 2004 el lugar alberga el Parque Empresarial Prado del Espino, un complejo de unas 150 empresas y 2500 empleados, contiguo a la Ciudad Financiera del Santander. Sus calles interiores llevan nombres de oficios artesanales: Artesanos, Forjadores, Impresores.","Prado del Espino (prado de the hawthorn, del latín pratum + spinus)"
ml_031,Cantabria,metro_ligero_station,ML3,,,40.4040,-3.8450,place,"Named after the Avenida de Cantabria. Cantabria is the northern Spanish coastal region whose ancient Cantabri resisted Rome so fiercely that Augustus himself took command in 29 BC. The avenue and nearby streets Altamira and Picos de Europa were named because Santander bank's massive Ciudad Financiera campus sits adjacent; the bank's origins in the city of Santander made Cantabrian landmarks the natural theme. Elsewhere in Boadilla, streets follow other motifs: rivers in Parque Boadilla, valleys in Las Lomas, islands in Valdepastores.",Cantabria,,,,,,,,,es.wikipedia.org/wiki/Estacion_de_Cantabria_(Metro_Ligero);Ayto. Boadilla del Monte (ayuntamientoboadilladelmonte.org); soloboadilla.es (Un recorrido por nuestro callejero),verified,ML3,2007,Metro Ligero Oeste,Boadilla del Monte,"Debe su nombre a la Avenida de Cantabria. Cantabria es la región costera del norte de España cuyos antiguos cántabros resistieron a Roma con tal fiereza que el propio Augusto tomó el mando en el 29 a. C. La avenida y las calles cercanas —Altamira y Picos de Europa— recibieron estos nombres porque el campus de la Ciudad Financiera del Santander se encuentra al lado; los orígenes del banco en la ciudad de Santander convirtieron los hitos cántabros en el tema natural del callejero. En otras zonas de Boadilla, las calles siguen otros criterios: ríos en Parque Boadilla, valles en Las Lomas, islas en Valdepastores.",Cantabria
ml_032,Ferial de Boadilla,metro_ligero_station,ML3,,,40.4050,-3.8550,descriptive,"Named after the recinto ferial (fairground) of Boadilla del Monte where the annual fiestas in honour of the Virgen del Rosario are held. 'Ferial' derives from Latin 'ferialis', related to 'feria' (fair/market day), originally meaning a day of rest or religious observance. Boadilla itself may trace its name to Arabic 'Boadil-la' -- archaeological finds of mosque foundations and possible Arab burials support pre-Reconquista settlement. Alternatively, the name may honour Beatriz de Boadilla, wife of Andrés Cabrera who received the Chinchon lordship from the Reyes Católicos.",Ferial de Boadilla (fairground/exhibition area of Boadilla del Monte),,,,,,,,,es.wikipedia.org/wiki/Estacion_de_Ferial_de_Boadilla;Ayto. Boadilla del Monte (ayuntamientoboadilladelmonte.org),verified,ML3,2007,Metro Ligero Oeste,Boadilla del Monte,"Lleva el nombre del recinto ferial de Boadilla del Monte, donde se celebran las fiestas anuales en honor de la Virgen del Rosario. «Ferial» deriva del latín «ferialis», relacionado con «feria» (mercado), que originalmente significaba día de descanso u observancia religiosa. La propia Boadilla podría remontar su nombre al árabe «Boadil-la» —los hallazgos arqueológicos de cimientos de mezquita y posibles enterramientos árabes apoyan un asentamiento anterior a la Reconquista—. Otra hipótesis vincula el nombre a Beatriz de Boadilla, esposa de Andrés Cabrera, quien recibió el señorío de Chinchón de los Reyes Católicos.",Ferial de Boadilla (recinto ferial de Boadilla del Monte)
ml_033,Boadilla Centro,metro_ligero_station,ML3,,,40.4081,-3.8696,place,"Named for its central location in Boadilla del Monte. The municipality name has two competing etymologies per the Toponomasticon Hispaniae: (1) Germanic *buwitha (arch/vault), metaphorically applied to terrain; or (2) Latin *bovata (dehesa boyal, ox-grazing pasture), both yielding the diminutive 'Bobadilla' > 'Boadilla'. The earliest documentation is from the 1222 Fuero de Madrid. The Infante Luis Antonio de Borbón acquired the lordship in 1761 and commissioned the magnificent neoclassical palace designed by Ventura Rodríguez (1763-1765), now a cultural centre. The station is on Metro Ligero line ML3.",Boadilla del Monte,Q1641013,,,,,,,,Wikipedia (es.wikipedia.org);Toponhisp (toponhisp.org),verified,ML3,2007,Metro Ligero Oeste,Boadilla del Monte,"Se llama así por su ubicación en el centro de Boadilla del Monte. El nombre del municipio cuenta con dos etimologías rivales según el Toponomasticon Hispaniae: (1) germánico *buwitha (arco/bóveda), aplicado metafóricamente al terreno; o (2) latín *bovata (dehesa boyal, pastizal para bueyes), ambas dando el diminutivo «Bobadilla» > «Boadilla». La documentación más antigua es del Fuero de Madrid de 1222. El infante Luis Antonio de Borbón adquirió el señorío en 1761 y encargó el magnífico palacio neoclásico diseñado por Ventura Rodríguez (1763-1765), hoy centro cultural. La estación pertenece a la línea ML3 de Metro Ligero.",Boadilla del Monte
ml_034,Nuevo Mundo,metro_ligero_station,ML3,,,40.4060,-3.8730,historical,"Named after the Avenida Nuevo Mundo in Boadilla del Monte. 'Nuevo Mundo' = 'New World', part of an Americas/Age of Discovery naming theme in the municipality's streets: nearby stand Calle Cristóbal Colon and other thoroughfares honouring conquistadors and navigators. Boadilla also displays historical naval artefacts -- including a cannon at the Colon-Victimas del Terrorismo intersection and an anchor from the ship Hernán Cortés at the Virgen del Carmen roundabout -- reinforcing the neighbourhood's connection to Spain's maritime past. The station serves a modern residential development on ML3 (Metro Ligero Oeste), opened in 2007.","Calle Nuevo Mundo (New World, Americas reference in Boadilla del Monte)",,,,,,,,,es.wikipedia.org/wiki/Estacion_de_Nuevo_Mundo_(Metro_Ligero);Ayto. Boadilla del Monte (ayuntamientoboadilladelmonte.org); boadilla-del-monte.callejero.net; eldebate.com/espana/madrid (tres objetos historicos Boadilla),verified,ML3,2007,Metro Ligero Oeste,Boadilla del Monte,"Recibe su nombre de la Avenida del Nuevo Mundo, en Boadilla del Monte. «Nuevo Mundo» forma parte de una temática callejera ligada a las Américas y la Era de los Descubrimientos: en las inmediaciones se encuentran la calle Cristóbal Colón y otras vías que honran a conquistadores y navegantes. Boadilla exhibe además piezas históricas navales —un cañón en la intersección Colón-Víctimas del Terrorismo y un ancla del buque Hernán Cortés en la rotonda de la Virgen del Carmen—, reforzando la conexión del barrio con el pasado marítimo de España. La estación da servicio a una urbanización residencial moderna en la línea ML3 (Metro Ligero Oeste), inaugurada en 2007.","Calle Nuevo Mundo (Nuevo Mundo, referencia a las Américas en Boadilla del Monte)"
ml_035,Siglo XXI,metro_ligero_station,ML3,,,40.4050,-3.8760,descriptive,"Named after Calle Siglo XXI ('21st Century Street') in Boadilla del Monte. The futuristic name reflects a municipality that exploded from a small rural village into an affluent suburb of over 50,000 residents. In the 1980s Boadilla's growth pushed westward; by the 2000s, Siglo XXI represented the newest wave beyond the M-50 motorway. The ML3 Metro Ligero line opened in 2007, connecting these developments to Madrid via Colonia Jardin.","Siglo XXI development (21st Century, modern residential area in Boadilla)",,,,,,,,,es.wikipedia.org/wiki/Estacion_de_Siglo_XXI;Ayto. Boadilla del Monte (ayuntamientoboadilladelmonte.org),verified,ML3,2007,Metro Ligero Oeste,Boadilla del Monte,"Toma su nombre de la calle Siglo XXI en Boadilla del Monte. El nombre futurista refleja un municipio que pasó de ser un pequeño pueblo rural a un próspero suburbio de más de 50.000 habitantes. En los años 80 el crecimiento de Boadilla avanzó hacia el oeste; hacia los 2000, Siglo XXI representaba la última oleada urbanizadora más allá de la autopista M-50. La línea ML3 de Metro Ligero se inauguró en 2007, conectando estos desarrollos con Madrid a través de Colonia Jardín.","Urbanización Siglo XXI (siglo XXI, zona residencial moderna de Boadilla)"
ml_036,Infante Don Luis,metro_ligero_station,ML3,,,40.4040,-3.8780,person,"Named after the Infante Luis Antonio de Borbón y Farnesio (1727-1785), youngest son of King Felipe V and brother of Carlos III. He acquired the lordship of Boadilla in 1761 and commissioned the neoclassical palace (1763-1765) designed by Ventura Rodríguez.",Luis Antonio de Borbón y Farnesio,Q2343300,M,1727,1785,royal; prince,Spanish,,,es.wikipedia.org/wiki/Infante_Luis_de_Borb%C3%B3n;Palacio de Boadilla (palaciodeboadilla.es),verified,ML3,2007,Metro Ligero Oeste,Boadilla del Monte,"Dedicada al infante Luis Antonio de Borbón y Farnesio (1727-1785), hijo menor del rey Felipe V y hermano de Carlos III. Adquirió el señorío de Boadilla en 1761 y encargó el palacio neoclásico (1763-1765) diseñado por Ventura Rodríguez.",Luis Antonio de Borbón y Farnesio
ml_037,Puerta de Boadilla,metro_ligero_station,ML3,,,40.4056,-3.8759,place,"Terminal station of the ML3 Metro Ligero line, opened 27 Jul 2007. 'Puerta de Boadilla' = 'Gateway to Boadilla del Monte', whose toponym derives from the Latin diminutive 'boveda/bovadilla' (small vault or arched bridge). The station sits at the Virgen de la Paz roundabout in the Siglo XXI neighbourhood. ML3 has reached a record of nearly 16,000 daily weekday users, reflecting Boadilla's transformation from a rural lordship into a commuter suburb of over 50,000.",Boadilla del Monte,Q1641013,,,,,,,,Toponomasticon Hispaniae (toponhisp.org/es/toponimia-de-las-zonas-central-sur-e-insular-atlántica/toponimo/boadilla-del-monte); es.wikipedia.org/wiki/Estacion_de_Puerta_de_Boadilla;Ayto. Boadilla del Monte (ayuntamientoboadilladelmonte.org),verified,ML3,2007,Metro Ligero Oeste,Boadilla del Monte,"Estación terminal de la línea ML3 de Metro Ligero, inaugurada el 27 de julio de 2007. «Puerta de Boadilla» significa la entrada a Boadilla del Monte, cuyo topónimo deriva del diminutivo latino «boveda/bovadilla» (pequeña bóveda o puente arqueado). La estación se sitúa en la rotonda de la Virgen de la Paz, en el barrio de Siglo XXI. La ML3 ha llegado a alcanzar un récord de casi 16.000 usuarios diarios entre semana, reflejo de la transformación de Boadilla de un señorío rural en un municipio residencial de más de 50.000 habitantes.",Boadilla del Monte
ml_038,Plaza de Toros,metro_ligero_station,Tranvia Parla,,,40.2370,-3.7590,descriptive,"Named after Parla's portable bullring, erected seasonally for the fiestas patronales. 'Plaza de toros' literally means 'square of bulls' though bullrings are circular; the term preserves the memory of when bullfights were held in rectangular town squares. Spain has over 1,700 bullrings -- more than any other single building type. Parla's is a temporary ring set up during festivities in honour of Nuestra Señora de la Asunción, reflecting the strong taurine tradition in towns south of Madrid. The station marks the southern starting point of the Tranvia de Parla circular line.",Plaza de Toros de Parla (bullring),,,,,,,,,es.wikipedia.org/wiki/Estacion_de_Plaza_de_Toros_(Tranvia);Tranvia de Parla (viaparla.com),verified,Tranvia Parla,2007,Tranvia de Parla,Parla,"Debe su nombre a la plaza de toros portátil de Parla, que se monta temporalmente para las fiestas patronales. «Plaza de toros» literalmente significa «plaza de los toros», aunque los cosos sean circulares; el término conserva la memoria de cuando las corridas se celebraban en plazas rectangulares de los pueblos. España cuenta con más de 1700 plazas de toros, más que cualquier otro tipo de edificio singular. La de Parla es un coso desmontable que se instala durante las fiestas en honor de Nuestra Señora de la Asunción, reflejo de la arraigada tradición taurina de los pueblos al sur de Madrid. La estación marca el punto de partida sur de la línea circular del Tranvía de Parla.",Plaza de Toros de Parla (plaza de toros)
ml_039,Julio Romero de Torres,metro_ligero_station,Tranvia Parla,,,40.2350,-3.7610,person,"Named after the street honouring Julio Romero de Torres (1874-1930), Spanish painter from Córdoba known for deeply Spanish symbolist art. Professor at the Real Academia de Bellas Artes de San Fernando.",Julio Romero de Torres,Q1712402,M,1874,1930,painter,Spanish,,,es.wikipedia.org/wiki/Julio_Romero_de_Torres; museodelprado.es,verified,Tranvia Parla,2007,Tranvia de Parla,Parla,"Recibe su nombre de la calle en honor de Julio Romero de Torres (1874-1930), pintor cordobés conocido por su arte simbolista de profunda raigambre española. Fue profesor de la Real Academia de Bellas Artes de San Fernando.",Julio Romero de Torres
ml_040,La Ballena,metro_ligero_station,Tranvia Parla,,,40.2340,-3.7640,historical,"Named after the La Ballena neighbourhood in Parla. The name derives from a popular legend: a large natural lagoon existed in northern Parla (now the 'La Laguna' neighbourhood), and a muleteer threw his 'albarda' (pack saddle) into the water, where it floated resembling a whale's back. Residents of Getafe came to 'fish the whale'. A folk copla mocks this event. The Parque de la Ballena (built 2000) features a giant metal whale tail sculpture. The whale has become one of Parla's municipal symbols.",La Ballena (folk legend of whale sighting in Parla's lagoon),,,,,,,,,leyendasmundialesmagicas.blogspot.com/2017/12/una-ballena-parla-madrid.html; Raul Cordero 'La ciudad de la ballena'; esculturayarte.com/007314/Cola-de-Ballena-en-Parla.html; es.wikipedia.org/wiki/La_Ballena_(Parla),verified,Tranvia Parla,2007,Tranvia de Parla,Parla,"Lleva el nombre del barrio de La Ballena, en Parla. El nombre procede de una leyenda popular: en el norte de Parla existía una gran laguna natural (hoy barrio de «La Laguna»), y un arriero arrojó su albarda al agua, donde quedó flotando con el aspecto del lomo de una ballena. Los vecinos de Getafe acudieron a «pescar la ballena». Una copla popular se burla de este episodio. El Parque de la Ballena (construido en 2000) exhibe una escultura metálica gigante de una cola de ballena. La ballena se ha convertido en uno de los símbolos municipales de Parla.",La Ballena (leyenda popular del avistamiento de una ballena en la laguna de Parla)
ml_041,Parla Centro-Bulevar Norte,metro_ligero_station,Tranvia Parla,,,40.2370,-3.7670,place,"'Parla Centro' indicates the town centre location. 'Bulevar Norte' refers to the northern boulevard. The municipality name has debated etymology: Roman anthroponym 'Parilus', Latin 'parabola' (speech), or folk legend of a mute woman who began to 'parlar'.",Parla town centre + Bulevar Norte (northern boulevard),,,,,,,,,es.wikipedia.org/wiki/Estacion_de_Parla_Centro;Ayto. Parla (ayuntamientoparla.es),verified,Tranvia Parla,2007,Tranvia de Parla,Parla,"«Parla Centro» indica su ubicación en el centro urbano. «Bulevar Norte» se refiere al bulevar septentrional. La etimología del nombre del municipio es debatida: el antropónimo romano «Parilus», el latín «parabola» (palabra, discurso) o la leyenda popular de una mujer muda que comenzó a «parlar».",Centro de Parla + Bulevar Norte (bulevar norte)
ml_042,Iglesia Centro,metro_ligero_station,Tranvia Parla,,,40.2380,-3.7680,religious,"Named for its proximity to the Iglesia de Nuestra Señora de la Asunción, Parla's parish church built in the early 16th century on the old Camino Real from Madrid to Toledo. Its oldest surviving element is a Gothic pentagonal apse in Toledan-style brick-and-stone masonry ('aparejo toledano'). The church replaced an earlier medieval 'Santa María de Parla'. Heavily restored in the 1920s and 1940s after deterioration, it received a new altarpiece in 2020 replicating the style of the original by the Renaissance master Juan de Borgona.",Iglesia de Nuestra Señora de la Asunción (Parla parish church),,,,,,,,,es.wikipedia.org/wiki/Estacion_de_Iglesia_Centro;Ayto. Parla (ayuntamientoparla.es); tranviadeparla.es,verified,Tranvia Parla,2007,Tranvia de Parla,Parla,"Toma su nombre de su cercanía a la iglesia de Nuestra Señora de la Asunción, la parroquial de Parla, construida a principios del siglo XVI junto al antiguo Camino Real de Madrid a Toledo. Su elemento más antiguo conservado es un ábside gótico pentagonal en aparejo toledano de ladrillo y piedra. La iglesia sustituyó a una anterior «Santa María de Parla» medieval. Tras sufrir grave deterioro, fue restaurada en profundidad en los años 20 y 40, y en 2020 recibió un nuevo retablo que replica el estilo del original, obra del maestro renacentista Juan de Borgoña.",Iglesia de Nuestra Señora de la Asunción (Parla iglesia parroquial)
ml_043,Bulevar Sur-Miguel Ángel Blanco,metro_ligero_station,Tranvia Parla,,,40.2340,-3.7700,person,"'Bulevar Sur' means Southern Boulevard. Miguel Ángel Blanco (1968-1997) was a 29-year-old People's Party councillor in Ermua (Basque Country) kidnapped by ETA on 10 July 1997. The terrorists issued a 48-hour ultimatum: transfer all ETA prisoners to Basque prisons or Blanco would die. During those two days six million Spaniards took to the streets in the largest demonstrations since the transition to democracy. Fifty minutes after the deadline, Blanco was found shot in the head. The unprecedented uprising became known as the 'Espiritu de Ermua' and marked a turning point against terrorism. Streets across Spain were named in his honour.",Miguel Ángel Blanco,Q1284141,M,1968,1997,politician; councillor,Spanish,,,es.wikipedia.org/wiki/Estacion_de_Bulevar_Sur; en.wikipedia.org/wiki/Miguel_Angel_Blanco; fmiguelangelblanco.es;Ayto. Parla (ayuntamientoparla.es),verified,Tranvia Parla,2007,Tranvia de Parla,Parla,"«Bulevar Sur» significa bulevar meridional. Miguel Ángel Blanco (1968-1997) fue un concejal del Partido Popular de 29 años en Ermua (País Vasco), secuestrado por ETA el 10 de julio de 1997. Los terroristas lanzaron un ultimátum de 48 horas: el trasladó de todos los presos de ETA a cárceles vascas o Blanco moriría. Durante aquellos dos días, seis millones de españoles salieron a las calles en las mayores manifestaciones desde la Transición. Cincuenta minutos después de expirar el plazo, Blanco fue encontrado con un disparo en la cabeza. La movilización sin precedentes se conoció como el «Espíritu de Ermua» y marcó un punto de inflexión contra el terrorismo. Calles de toda España llevan su nombre.",Miguel Ángel Blanco
ml_044,Reyes Católicos,metro_ligero_station,Tranvia Parla,,,40.2300,-3.7700,person,"Named after the Calle Reyes Católicos, honouring Queen Isabel I of Castile (1451-1504) and King Fernando II of Aragón (1452-1516). Their 1469 marriage united Spain's two largest crowns, and their decade-long campaign ended with the conquest of Granada on 2 January 1492, closing nearly eight centuries of Muslim rule in Iberia. Pope Alexander VI granted them the title 'Reyes Católicos' in 1496. Parla's historic centre names streets after Spanish monarchs; the adjacent tram stop is Isabel II. They also sponsored Columbus's first voyage that same year.",Reyes Católicos,Q186851,,,,,,,,es.wikipedia.org/wiki/Estacion_de_Reyes_Católicos_(Tranvia);Ayto. Parla (ayuntamientoparla.es),verified,Tranvia Parla,2007,Tranvia de Parla,Parla,"Recibe su nombre de la calle Reyes Católicos, en honor de la reina Isabel I de Castilla (1451-1504) y el rey Fernando II de Aragón (1452-1516). Su matrimonio en 1469 unió las dos coronas más grandes de España, y su campaña de una década culminó con la conquista de Granada el 2 de enero de 1492, poniendo fin a casi ocho siglos de dominio musulmán en la Península. El papa Alejandro VI les concedió el título de «Reyes Católicos» en 1496. El casco antiguo de Parla dedica calles a monarcas españoles; la parada contigua del tranvía es Isabel II. Ese mismo año de 1492 patrocinaron además el primer viaje de Colón.",Reyes Católicos
ml_045,Isabel II,metro_ligero_station,Tranvia Parla,,,40.2290,-3.7680,person,"Named after the street honouring Queen Isabel II of Spain (1830-1904), who reigned 1833-1868. Under her reign Spain entered the railway age: the Madrid-Aranjuez line, the península's second railway, was inaugurated on 9 February 1851 with the queen presiding. The royal train covered 50 km in 54 minutes, slashing a seven-hour stagecoach journey to under two hours. That line's terminus at Atocha still serves Cercanias passengers today. The street lies in Parla's historic centre, in a cluster of streets named after Spanish monarchs.",Isabel II de España,Q183085,F,1830,1904,monarch,Spanish,,,es.wikipedia.org/wiki/Estacion_de_Isabel_II_(Tranvia);Ayto. Parla (ayuntamientoparla.es),verified,Tranvia Parla,2007,Tranvia de Parla,Parla,"Debe su nombre a la calle dedicada a la reina Isabel II de España (1830-1904), que reinó entre 1833 y 1868. Bajo su reinado España entró en la era del ferrocarril: la línea Madrid-Aranjuez, la segunda de la Península, se inauguró el 9 de febrero de 1851 con la reina presidiendo el acto. El tren real recorrió 50 km en 54 minutos, reduciendo un viaje de siete horas en diligencia a menos de dos. La estación terminal de aquella línea en Atocha sigue hoy dando servicio a los viajeros de Cercanías. La calle se encuentra en el casco histórico de Parla, en un conjunto de calles dedicadas a monarcas españoles.",Isabel II de España
