id,name,type,subtype,district,neighbourhood,latitude,longitude,etymology_type,etymology_summary,named_after,named_after_wikidata,person_gender,person_birth_year,person_death_year,person_profession,person_nationality,naming_date,previous_names,source,confidence,line,opening_year,operator,etymology_summary_es,named_after_es
metro_051,Francos Rodríguez,metro_station,,Moncloa-Aravaca,,40.456612,-3.712111,person,"Named after José Francos Rodríguez (1862-1931), a physician turned journalist who directed the Heraldo de Madrid (1902-1909). He served as mayor of Madrid in 1910-1912 and later as minister of Public Instruction. As president of the Madrid Press Association from 1922, he inaugurated its headquarters in the Palacio de la Prensa on Plaza del Callao in 1928. He was elected to the Real Academia Espanola in 1924 and also wrote plays under the pen name Juan Palomo.",José Francos Rodríguez,Q5846831,M,1862,1931,journalist; playwright; mayor,Spanish,,,es.wikipedia.org/wiki/Estacion_de_Francos_Rodriguez; rah.es,verified,7,1999,Metro de Madrid,"Homenajea a José Francos Rodríguez (1862-1931), médico reconvertido en periodista que dirigió el Heraldo de Madrid (1902-1909). Fue alcalde de Madrid entre 1910 y 1912 y más tarde ministro de Instrucción Pública. Como presidente de la Asociación de la Prensa de Madrid desde 1922, inauguró su sede en el Palacio de la Prensa de la Plaza del Callao en 1928. Fue elegido miembro de la Real Academia Española en 1924 y también escribió obras de teatro bajo el seudónimo de Juan Palomo.",José Francos Rodríguez
metro_052,Carpetana,metro_station,,Carabanchel,,40.392917,-3.740982,historical,"Named after Via Carpetana, which references the Carpetani, a pre-Roman Celtic people who inhabited central Iberia including the area of modern Madrid from the 4th century BC. The Carpetanos lived in fortified hilltop settlements (oppida) along the Manzanares, Jarama, and Tajo rivers, including the Cerro de la Gavia site near Vallecas. During station construction works in 2008, remarkable paleontological remains over 14 million years old (Miocene period) were discovered, including fossils of mastodons and rhinoceroses. These are now exhibited in the station's 'Andenes de Dinosaurios' museum.",Carpetani (pre-Roman people),,,,,,,,,es.wikipedia.org/wiki/Estacion_de_Carpetana; museosmetromadrid.es,verified,6,1983,Metro de Madrid,"Debe su nombre a la Vía Carpetana, que alude a los carpetanos, un pueblo celta prerromano que habitó el centro de la Península Ibérica, incluida la zona de la actual Madrid, desde el siglo IV a.C. Los carpetanos vivían en asentamientos fortificados en altura (oppida) a lo largo de los ríos Manzanares, Jarama y Tajo, entre ellos el yacimiento del Cerro de la Gavia, cerca de Vallecas. Durante las obras de construcción de la estación en 2008 se hallaron notables restos paleontológicos de más de 14 millones de años de antigüedad (Mioceno), incluidos fósiles de mastodontes y rinocerontes. Hoy se exhiben en el museo 'Andenes de Dinosaurios' de la propia estación.",Carpetanos (pueblo prerromano)
metro_053,Oporto,metro_station,,Carabanchel,,40.38864,-3.731724,place,"Named after the Avenida de Oporto, which references the Portuguese city of Porto (Oporto in Spanish). The 'O' in 'Oporto' is actually the Portuguese definite article 'o' fused with 'Porto' (port/harbour). The street naming is part of Madrid's tradition of honouring significant European cities. The station, opened in 1968, sits at the intersection of Lines 5 and 6 in the Carabanchel district, one of the densest and most diverse neighbourhoods in southern Madrid.",Porto (city),Q36433,,,,,,,,es.wikipedia.org/wiki/Estacion_de_Oporto; madrid.callejero.net,verified,5;6,1968,Metro de Madrid,"Lleva el nombre de la Avenida de Oporto, que alude a la ciudad portuguesa de Porto (Oporto en castellano). La 'O' de 'Oporto' es en realidad el artículo determinado portugués 'o' fusionado con 'Porto' (puerto). El nombre de la calle se inscribe en la tradición madrileña de honrar a ciudades europeas relevantes. La estación, inaugurada en 1968, se sitúa en la intersección de las líneas 5 y 6 en el distrito de Carabanchel, uno de los barrios más densos y diversos del sur de Madrid.",Porto (ciudad)
metro_054,Vista Alegre,metro_station,,Carabanchel,,40.388788,-3.740044,place,"Named after the Vista Alegre neighbourhood, which takes its name from the Quinta de Vista Alegre ('Joyful View Estate'), a royal estate purchased by Queen María Cristina of Bourbon in 1832 as a country residence. The 'joyful view' refers to the panoramic vistas of the Manzanares valley from the estate's elevated position. The palace and its extensive gardens became a centre of court life. Today the grounds house the Vista Alegre bullring (built 1904), one of two bullrings in Madrid alongside Las Ventas.",Finca de Vista Alegre,,,,,,,,,en.wikipedia.org/wiki/Vista_Alegre_(Madrid);comunidad.madrid,verified,5,1968,Metro de Madrid,"Toma su nombre del barrio de Vista Alegre, que a su vez lo recibe de la Quinta de Vista Alegre, una finca real adquirida por la reina María Cristina de Borbón en 1832 como residencia campestre. La 'alegre vista' se refiere a los panoramas del valle del Manzanares que se contemplan desde su posición elevada. El palacio y sus extensos jardines se convirtieron en un centro de la vida cortesana. Hoy los terrenos albergan la plaza de toros de Vista Alegre (construida en 1904), una de las dos plazas de toros de Madrid junto a Las Ventas.",Finca de Vista Alegre
metro_055,Carabanchel,metro_station,,Carabanchel,,40.387817,-3.744984,place,"Named after the Carabanchel district, formerly two independent municipalities (Alto and Bajo). The most accepted etymology traces it to the pre-Roman/Indo-European root *kar-/*karav- meaning 'stone' (per Menéndez Pidal, Toponimia Prerromana Hispana 1953), describing 'stony ground'. Menéndez Pidal links it to Garabandal (Cantabria) as a variant, both from *carau-*. The earliest documented form is 'Caravangiel/Caravanchel' (1 January 1181, original parchment in Archivo de la Catedral de Toledo); 'Carauanchiel' appears in 1264. Alternative theories: Arabic 'carab' (cultivable land owner, per Oliver Asin); 'garbanzal' (chickpea field -- the area was famed for excellent chickpeas); the Illyrian anthroponym Caravantius with diminutive Carabancilius (per Caridad Arias 2004). The Mozarabic variant 'Caramanchel' appears through B/M alternation.",Carabanchel (district),,,,,,,,,"Menéndez Pidal, Toponimia Prerromana Hispana 1953; Caridad Arias (Anales IEM 44, 2004, pp. 821-830: dialnet.unirioja.es/servlet/articulo?código=3012173); Oliver Asin; Archivo Catedral de Toledo (1181 doc); karabanchel.com; celtiberia.net/es/poblamientos/?id=799",uncertain,5,1968,Metro de Madrid,"Debe su nombre al distrito de Carabanchel, antiguamente dividido en dos municipios independientes (Alto y Bajo). La etimología más aceptada lo remonta a la raíz prerromana/indoeuropea *kar-/*karav-, que significa 'piedra' (según Menéndez Pidal, 'Toponimia Prerromana Hispana', 1953), describiendo un 'terreno pedregoso'. Menéndez Pidal lo vincula con Garabandal (Cantabria) como variante, ambos a partir de *carau-*. La forma documentada más antigua es 'Caravangiel/Caravanchel' (1 de enero de 1181, pergamino original en el Archivo de la Catedral de Toledo); 'Carauanchiel' aparece en 1264. Teorías alternativas: el árabe 'carab' (propietario de tierra cultivable, según Oliver Asín); 'garbanzal' (campo de garbanzos, producto por el que la zona era afamada); el antropónimo ilirio Caravantius con diminutivo Carabancilius (según Caridad Arias, 2004). La variante mozárabe 'Caramanchel' surge por alternancia B/M.",Carabanchel (distrito)
metro_056,Arturo Soria,metro_station,,Ciudad Lineal,,40.455936,-3.656177,person,"Named after Arturo Soria y Mata (1844-1920), visionary urbanist who designed the Ciudad Lineal (Linear City) concept in Madrid, a pioneering model of urban planning built 1892-1911. In 1894 he founded the Compañía Madrileña de Urbanización to realise his idea of a narrow, tramway-centred ribbon city stretching from Fuencarral to Vallecas. In 1897 he launched 'La Ciudad Lineal', considered the world's first journal devoted to urbanism, which he published until 1932 and which influenced Frank Lloyd Wright and Le Corbusier. Though only a 5 km fragment was built, the concept inspired linear-city projects across Europe and Latin America.",Arturo Soria,Q715548,M,1844,1920,urbanist; journalist,Spanish,,,es.wikipedia.org/wiki/Calle_de_Arturo_Soria; revivemadrid.com,verified,4,1979,Metro de Madrid,"Honra a Arturo Soria y Mata (1844-1920), urbanista visionario que diseñó el concepto de la Ciudad Lineal de Madrid, un modelo pionero de planificación urbana construido entre 1892 y 1911. En 1894 fundó la Compañía Madrileña de Urbanización para materializar su idea de una ciudad alargada, articulada por un tranvía central, que se extendería de Fuencarral a Vallecas. En 1897 lanzó 'La Ciudad Lineal', considerada la primera revista del mundo dedicada al urbanismo, que publicó hasta 1932 y que influyó en Frank Lloyd Wright y Le Corbusier. Aunque solo se construyó un fragmento de 5 km, el concepto inspiró proyectos de ciudad lineal en toda Europa y América Latina.",Arturo Soria
metro_057,Esperanza,metro_station,,Chamartín,,40.459244,-3.645564,place,"Named after the Colonia Virgen de la Esperanza housing development, built 1965-1971 by the Cooperativa Virgen de la Esperanza. The development, designed by architects Antonio Camunas Paredes and José Antonio Camunas Solis, comprised 3,393 homes for working-class families. Streets were named after towns in Teruel province (Andorra, Calanda, Alcorisa, Utrillas), reflecting the Aragonese origins of many residents who migrated to Madrid during the 1960s rural exodus. The parish of Virgen de la Nueva serves the community.",Colonia Esperanza,,,,,,,,,es.wikipedia.org/wiki/Colonia_Virgen_de_la_Esperanza; COAM guide (fcoam.eu/guia/F3/F3.144F.htm); docomomoiberico.com,verified,4,1979,Metro de Madrid,"Lleva el nombre de la Colonia Virgen de la Esperanza, promoción de viviendas construida entre 1965 y 1971 por la Cooperativa Virgen de la Esperanza. La urbanización, proyectada por los arquitectos Antonio Camuñas Paredes y José Antonio Camuñas Solís, comprendía 3.393 viviendas destinadas a familias trabajadoras. Las calles recibieron nombres de localidades de la provincia de Teruel (Andorra, Calanda, Alcorisa, Utrillas), reflejo de los orígenes aragoneses de muchos vecinos que emigraron a Madrid durante el éxodo rural de los años sesenta. La parroquia de la Virgen de la Nueva atiende a la comunidad.",Colonia Esperanza
metro_058,Canillas,metro_station,,Hortaleza,,40.463772,-3.635443,place,"Named after the village of Canillas, first documented in a 1252 land-purchase deed. For centuries it was an agricultural hamlet of cereal fields and vineyards producing local garnacho wine; Philip II's 1579 census counted just 50 households. Annexed to Madrid by decree on 17 August 1949, the village was soon transformed as the State built absorption settlements to house rural migrants flooding the capital during the postwar boom.",Canillas (former village),,,,,,,,,en.wikipedia.org/wiki/Canillas_(Madrid_Metro); periodicohortaleza.org,verified,4,1998,Metro de Madrid,"Toma su nombre del pueblo de Canillas, documentado por primera vez en una escritura de compraventa de tierras de 1252. Durante siglos fue una aldea agrícola de campos de cereal y viñedos productores de vino garnacho local; el censo de Felipe II de 1579 contaba apenas 50 hogares. Fue anexionado a Madrid por decreto el 17 de agosto de 1949, y el pueblo no tardó en transformarse cuando el Estado levantó poblados de absorción para alojar a los emigrantes rurales que inundaban la capital durante el desarrollismo de posguerra.",Canillas (antiguo pueblo)
metro_059,Mar de Cristal,metro_station,,Hortaleza,,40.46982,-3.638581,place,Named after the Glorieta Mar de Cristal roundabout in the Hortaleza district. The origin of the poetic name 'Sea of Crystal' is undocumented -- it may be a biblical reference (Revelation 4:6) or a decorative urbanistic name from the 1980s-90s Hortaleza development. No historical document or planning record explaining the naming has been found.,Mar de Cristal (roundabout),,,,,,,,,en.wikipedia.org/wiki/Mar_de_Cristal_(Madrid_Metro); metromadrid.es,probable,4;8,1998,Metro de Madrid,"Debe su nombre a la Glorieta Mar de Cristal, en el distrito de Hortaleza. El origen de este poético topónimo, 'Mar de Cristal', no está documentado — podría tratarse de una referencia bíblica (Apocalipsis 4:6) o de un nombre urbanístico decorativo acuñado durante el desarrollo de Hortaleza en las décadas de 1980 y 1990. No se ha hallado documento histórico ni registro urbanístico alguno que explique su elección.",Mar de Cristal (rotonda)
metro_060,Chamartín,metro_station,,Chamartín,,40.473954,-3.682709,place,"Named after the former municipality of Chamartín de la Rosa, annexed to Madrid in 1948. The name likely derives from Basque: 'Echa-Martín' (estate of chief Martín), from Basque 'aita' (father/chief) with initial vowel lost through apheresis, documented as 'Echamartin' in 1247. The Toponomasticon Hispaniae confirms this as an established repopulation-era toponym. Chamartín was a rural village until the 20th century; its transformation began when the railway station was built in 1967 (now Madrid's second-largest, handling AVE high-speed trains). Napoleón established his headquarters here in December 1808.",Chamartín de la Rosa (former municipality),,,,,,,,,es.wikipedia.org/wiki/Estacion_de_Madrid-Chamartín; esmadrid.com,verified,1;10,1975,Metro de Madrid,"Recibe su nombre del antiguo municipio de Chamartín de la Rosa, anexionado a Madrid en 1948. El topónimo procede probablemente del euskera: 'Echa-Martín' (heredad del jefe Martín), del vasco 'aita' (padre/jefe) con pérdida de la vocal inicial por aféresis, documentado como 'Echamartín' en 1247. El Toponomasticon Hispaniae lo confirma como un topónimo consolidado de la era de la repoblación. Chamartín fue un pueblo rural hasta el siglo XX; su transformación comenzó con la construcción de la estación de ferrocarril en 1967 (hoy la segunda mayor de Madrid, con servicios AVE). Napoleón estableció aquí su cuartel general en diciembre de 1808.",Chamartín de la Rosa (antiguo municipio)
metro_061,Colombia,metro_station,,Chamartín,,40.457116,-3.676961,place,"Named after the South American country of Colombia. Located in the Hispanoamerica neighbourhood of the Chamartín district, where many streets are named after Latin American countries and locations -- a pattern reflecting Spain's deep historical ties to its former colonial territories. Nearby stations include República Argentina and Cuzco, creating a distinctively Latin American-themed section of northern Madrid. The station opened in 1982 and connects Lines 8 and 9.",Colombia (country),Q739,,,,,,,,es.wikipedia.org/wiki/Estacion_de_Colombia; semana.com,verified,8;9,1982,Metro de Madrid,"Alude al país sudamericano de Colombia. Situada en el barrio de Hispanoamérica del distrito de Chamartín, donde numerosas calles llevan nombres de países y ciudades latinoamericanas — un patrón que refleja los profundos lazos históricos de España con sus antiguas colonias. Estaciones cercanas como República Argentina y Cuzco configuran un tramo del norte de Madrid con una nomenclatura marcadamente hispanoamericana. La estación se inauguró en 1982 y conecta las líneas 8 y 9.",Colombia (país)
metro_062,Nuevos Ministerios,station,,Chamartín,,40.445842,-3.691699,place,"Named after the Nuevos Ministerios government complex, designed by architect Secundino Zuazo Ugalde and sponsored by Minister of Public Works Indalecio Prieto during the Second Republic. Construction began in 1933 on the site of the former hippodrome (racetrack) but was interrupted by the Civil War. The buildings were not completed until 1942 under Franco's regime, which repurposed Zuazo's modernist design for its own bureaucratic needs. The station is one of Madrid's busiest transport hubs, connecting three metro lines with the Cercanias commuter network.",Nuevos Ministerios (government complex),Q112041228,,,,,,,,en.wikipedia.org/wiki/Nuevos_Ministerios_(Madrid_Metro); metromadrid.es,verified,6;8;10;C-10;C-2;C-3;C-4;C-7;C-8,1979,Metro de Madrid; Renfe Cercanias,"Lleva el nombre del complejo gubernamental de Nuevos Ministerios, diseñado por el arquitecto Secundino Zuazo Ugalde y promovido por el ministro de Obras Públicas Indalecio Prieto durante la Segunda República. Las obras comenzaron en 1933 sobre el solar del antiguo hipódromo, pero fueron interrumpidas por la Guerra Civil. Los edificios no se terminaron hasta 1942, bajo el régimen de Franco, que reutilizó el diseño racionalista de Zuazo para sus propias necesidades burocráticas. La estación es uno de los nudos de transporte más concurridos de Madrid, conectando tres líneas de metro con la red de Cercanías.",Nuevos Ministerios (complejo gubernamental)
metro_063,Rubén Darío,metro_station,,Chamberí,,40.433042,-3.68969,person,"Named after Rubén Darío (1867-1916), born Félix Rubén García Sarmiento in Nicaragua, the poet who single-handedly founded Modernismo and revolutionized Spanish-language verse on both sides of the Atlantic. He first visited Madrid in 1892 as a Nicaraguan delegate and dazzled a circle of young writers including Juan Ramón Jiménez and Valle-Inclan. His 1905 masterwork 'Cantos de vida y esperanza', published in Madrid, is considered among the finest poetry collections in the Spanish language.",Rubén Darío,Q173767,M,1867,1916,poet,Nicaraguan,,,es.wikipedia.org/wiki/Estacion_de_Ruben_Dario; ferrotransmadrid.blogspot.com,verified,5,1970,Metro de Madrid,"Homenajea a Rubén Darío (1867-1916), nacido Félix Rubén García Sarmiento en Nicaragua, el poeta que por sí solo fundó el Modernismo y revolucionó el verso en lengua española a ambas orillas del Atlántico. Visitó Madrid por primera vez en 1892 como delegado nicaragüense y deslumbró a un círculo de jóvenes escritores entre los que se contaban Juan Ramón Jiménez y Valle-Inclán. Su obra maestra de 1905, 'Cantos de vida y esperanza', publicada en Madrid, está considerada una de las colecciones poéticas más sublimes de la lengua española.",Rubén Darío
metro_064,Núñez de Balboa,metro_station,,Salamanca,,40.432642,-3.679555,person,"Named after the street honouring Vasco Núñez de Balboa (1475-1519), the Spanish explorer who was the first European to sight the Pacific Ocean from the Americas. On 25 September 1513, after crossing the Isthmus of Panama, Balboa waded into the sea in full armour and claimed the ocean for Spain. Despite this achievement, he was later executed on false charges of treason by his rival Pedro Arias Dávila. The Calle de Núñez de Balboa runs through the heart of the upscale Salamanca district.",Vasco Núñez de Balboa,Q19080,M,1475,1519,explorer; conquistador,Spanish,,,en.wikipedia.org/wiki/Nunez_de_Balboa_(Madrid_Metro); vialibre-ffe.com,verified,5;9,1970,Metro de Madrid,"Toma su nombre de la calle que honra a Vasco Núñez de Balboa (1475-1519), el explorador español que fue el primer europeo en avistar el océano Pacífico desde América. El 25 de septiembre de 1513, tras cruzar el istmo de Panamá, Balboa se adentró en el mar con la armadura puesta y reclamó el océano para España. A pesar de esta gesta, fue ejecutado posteriormente bajo falsos cargos de traición por su rival Pedrarias Dávila. La calle de Núñez de Balboa atraviesa el corazón del elegante barrio de Salamanca.",Vasco Núñez de Balboa
metro_065,Barajas,metro_station,,Barajas,,40.475812,-3.582621,place,"Named after the district of Barajas, a former independent town annexed to Madrid. (1) Bar Axa theory: Philip II's 1575 Relaciones topograficas record that 'en tiempo que los moros, fue señor de este pueblo un moro llamado Baraja, hijo de una mora llamada Aja'. Covarrubias (Tesoro 1611) supports this, noting 'Axa' could be Hebrew (daughter of Caleb) or Arabic ('the adorned one'). (2) Latin *varalia* (fence of crossbars) per Nieto Ballester (1997). (3) Latin *uaralia* (quarrel/litigation) per Gutierre Tibon -- different semantic value from Nieto's proposal. (4) Pre-Roman toponym or ethnonym per Caridad Arias (Anales IEM XLVII, 2007), with parallels across the Peninsula and Gaul.",Barajas (former town),,,,,,,,,"Philip II Relaciones topograficas 1575; Covarrubias, Tesoro de la lengua 1611; Nieto Ballester, Breve diccionario de toponimos españoles 1997; Caridad Arias (Anales IEM XLVII, 2007); Isabel Gea; cvc.cervantes.es/foros/leer_asunto1.asp?vCodigo=45869",uncertain,8,1999,Metro de Madrid,"Recibe su nombre del distrito de Barajas, antiguo municipio independiente anexionado a Madrid. (1) Teoría de Bar Axa: las Relaciones Topográficas de Felipe II (1575) recogen que 'en tiempo que los moros, fue señor de este pueblo un moro llamado Baraja, hijo de una mora llamada Aja'. Covarrubias (Tesoro, 1611) lo apoya, señalando que 'Axa' podría ser hebreo (hija de Caleb) o árabe ('la adornada'). (2) Del latín *varalia* (empalizada de travesaños), según Nieto Ballester (1997). (3) Del latín *uaralia* (querella/litigio), según Gutierre Tibón — con un valor semántico distinto al de la propuesta de Nieto. (4) Topónimo o etnónimo prerromano, según Caridad Arias (Anales IEM XLVII, 2007), con paralelos en toda la Península y la Galia.",Barajas (antiguo municipio)
metro_066,Canillejas,metro_station,,San Blas-Canillejas,,40.449113,-3.608586,place,"Named after Canillejas, a village whose name derives from 'canillejas', the diminutive of 'canilla' (pipe or spigot), referring to the underground water conduits that distributed water through the area's fountains. First documented in the 13th century, the village received a royal tribute exemption from Alfonso X in 1274 for aiding Castile during the Reconquista, a privilege renewed by Alfonso XI in 1330. In the 16th century Canillejas lost its special status after joining the Comuneros revolt against Charles I, though it retained a papal indulgence for the feast of Santa María la Blanca. It remained an independent municipality, surrounded by aristocratic estates, until its annexation to Madrid on 24 June 1949.",Canillejas (former village),,,,,,,,,avvcanillejas.org/origenes.htm; en.wikipedia.org/wiki/Canillejas; eldistrito.es; torreariasplataforma.blogspot.com,verified,5,1980,Metro de Madrid,"Debe su nombre a Canillejas, pueblo cuyo topónimo deriva de 'canillejas', diminutivo de 'canilla' (espita o caño), en alusión a las conducciones subterráneas de agua que distribuían el líquido por las fuentes del lugar. Documentado por primera vez en el siglo XIII, el pueblo recibió una exención de tributos reales de Alfonso X en 1274 por su ayuda a Castilla durante la Reconquista, un privilegio renovado por Alfonso XI en 1330. En el siglo XVI, Canillejas perdió su estatus especial al sumarse a la revuelta de los Comuneros contra Carlos I, aunque conservó una indulgencia papal para la fiesta de Santa María la Blanca. Siguió siendo municipio independiente, rodeado de fincas nobiliarias, hasta su anexión a Madrid el 24 de junio de 1949.",Canillejas (antiguo pueblo)
metro_067,Torre Arias,metro_station,,San Blas-Canillejas,,40.443618,-3.617122,person,"Named after the Quinta de Torre Arias, a noble country estate whose origins date to around 1580, when the first Count of Villamor, García Alvarado Velasco, built a country house in the village of Canillejas during the reign of Felipe II. In the 17th century the Count of Frigiliana doubled the estate's size, adding gardens, stables, and a stone staircase descending to formal grounds. During the War of the Spanish Succession the property was confiscated by the Archduke of Austria's troops for his residence. By the late 18th century it had passed to the VI Count of Torre Arias, giving the estate the name it bears today. Its last private owner, Tatiana Pérez de Guzmán el Bueno, donated it to Madrid City Council in 1986; it was declared an Asset of Cultural Interest in 2022.",Quinta de Torre Arias,,,,,,,,,comunidad.madrid/cultura/patrimonio-cultural/quinta-palacio-torre-arias; esmadrid.com; es.wikipedia.org/wiki/Estacion_de_Torre_Arias,verified,5,1980,Metro de Madrid,"Toma su nombre de la Quinta de Torre Arias, una finca señorial cuyos orígenes se remontan a hacia 1580, cuando el primer conde de Villamor, García Alvarado Velasco, construyó una casa de campo en el pueblo de Canillejas durante el reinado de Felipe II. En el siglo XVII, el conde de Frigiliana duplicó la extensión de la finca, añadiendo jardines, caballerizas y una escalinata de piedra que descendía a los jardines formales. Durante la Guerra de Sucesión, las tropas del Archiduque de Austria confiscaron la propiedad para instalar su residencia. A finales del siglo XVIII había pasado al VI conde de Torre Arias, que dio a la finca el nombre que conserva hoy. Su última propietaria privada, Tatiana Pérez de Guzmán el Bueno, la donó al Ayuntamiento de Madrid en 1986; fue declarada Bien de Interés Cultural en 2022.",Quinta de Torre Arias
metro_068,Legazpi,metro_station,,Arganzuela,,40.391443,-3.694956,person,"Named after the Plaza de Legazpi, honouring Miguel López de Legazpi (1502-1572), the Basque conquistador who led the expedition to colonise the Philippines and became the first governor-general of the Spanish East Indies. Legazpi established Manila as the colonial capital in 1571, creating the famous Manila Galleon trade route that connected Asia with the Americas for 250 years. The plaza sits at the confluence of the Arganzuela and Usera districts, near the former Matadero (slaughterhouse), now a major arts centre.",Miguel López de Legazpi,Q318500,M,1502,1572,conquistador; governor,Spanish,,,en.wikipedia.org/wiki/Legazpi_(Madrid_Metro); es.wikipedia.org/wiki/Plaza_de_Legazpi,verified,3;6,1936,Metro de Madrid,"Lleva el nombre de la Plaza de Legazpi, que honra a Miguel López de Legazpi (1502-1572), el conquistador vasco que encabezó la expedición colonizadora de Filipinas y se convirtió en el primer gobernador general de las Indias Orientales españolas. Legazpi estableció Manila como capital colonial en 1571, creando la célebre ruta del Galeón de Manila que conectó Asia con América durante 250 años. La plaza se sitúa en la confluencia de los distritos de Arganzuela y Usera, junto al antiguo Matadero, hoy un destacado centro de artes.",Miguel López de Legazpi
metro_069,Delicias,station,,Arganzuela,,40.399331,-3.694123,place,"Named after the Paseo de las Delicias ('Promenade of Delights'), a tree-lined avenue leading to the Manzanares River. The name dates to the reign of Ferdinand VI (1746-1759), when two promenades were laid out along the river and called 'las Delicias del rio' for the pleasant gardens lining the embankment. Under Charles III the promenade was extended to form a Baroque trident radiating from what is now Plaza del Emperador Carlos V. The painter Bayeu captured its lively late 18th-century atmosphere in a painting now at the Prado. The nearby Delicias railway station, designed by French engineer Emile Cachelievre in an innovative iron-and-glass structure, was inaugurated on 30 March 1880 to serve the line to Ciudad Real and Portugal; it has housed Madrid's Railway Museum since 1984.",Paseo de las Delicias,,,,,,,,,museodelprado.es; museodelferrocarril.org/140Delicias; es.wikipedia.org/wiki/Estacion_de_Delicias_(Metro_de_Madrid),verified,3;C-10,1949,Metro de Madrid; Renfe Cercanias,"Toma su nombre del Paseo de las Delicias, una avenida arbolada que conduce al río Manzanares. El topónimo se remonta al reinado de Fernando VI (1746-1759), cuando se trazaron dos paseos a lo largo del río que se llamaron 'las Delicias del río' por los amenos jardines que flanqueaban la ribera. Bajo Carlos III, el paseo fue prolongado hasta formar un tridente barroco que irradia desde la actual Plaza del Emperador Carlos V. El pintor Bayeu plasmó su animado ambiente de finales del siglo XVIII en un cuadro conservado en el Prado. La cercana estación de ferrocarril de Delicias, diseñada por el ingeniero francés Émile Cachelièvre en una innovadora estructura de hierro y vidrio, fue inaugurada el 30 de marzo de 1880 para la línea a Ciudad Real y Portugal; alberga el Museo del Ferrocarril de Madrid desde 1984.",Paseo de las Delicias
metro_070,Méndez Álvaro,station,,Arganzuela,,40.395717,-3.680109,person,"Named after Francisco Méndez Álvaro (1806-1883), a physician and hygienist who took the first measures against cholera and plague epidemics in Madrid and helped organize Spain's national vaccination centre. He was awarded the Cruz de Epidemias and rose to president of the Royal Academy of National Medicine. His political career was briefer: he served as mayor of Madrid in 1843 for barely one month.",Francisco Méndez Álvaro,,M,1806,1883,physician; writer; mayor,Spanish,,,en.wikipedia.org/wiki/Mendez_Alvaro_(Madrid_Metro); es.wikipedia.org/wiki/Estacion_de_Mendez_Alvaro,verified,6;C-10;C-5,1981,Metro de Madrid; Renfe Cercanias,"Recuerda a Francisco Méndez Álvaro (1806-1883), médico e higienista que tomó las primeras medidas contra las epidemias de cólera y peste en Madrid y contribuyó a organizar el centro nacional de vacunación de España. Fue condecorado con la Cruz de Epidemias y llegó a presidente de la Real Academia Nacional de Medicina. Su carrera política fue más breve: ejerció como alcalde de Madrid en 1843 durante apenas un mes.",Francisco Méndez Álvaro
metro_071,Palos de la Frontera,metro_station,,Arganzuela,,40.403085,-3.694784,place,"Named after the town of Palos de la Frontera in Huelva province, from where Columbus set sail in 1492. The station was originally called 'Palos de Moguer' due to a historical error that confused the towns of Palos de la Frontera and Moguer; corrected in 1986.",Palos de la Frontera (town),Q622030,,,,,,,Palos de Moguer (until 1986),en.wikipedia.org/wiki/Palos_de_la_Frontera_(Madrid_Metro); metromadrid.es,verified,3,1949,Metro de Madrid,"Evoca la localidad de Palos de la Frontera, en la provincia de Huelva, desde cuyo puerto Colón zarpó en 1492. La estación se llamó originalmente 'Palos de Moguer' debido a un error histórico que confundía Palos de la Frontera con Moguer; fue corregido en 1986.",Palos de la Frontera (municipio)
metro_072,Pavones,metro_station,,Moratalaz,,40.400543,-3.635211,place,"Named after the Pavones neighbourhood in the Moratalaz district, under the Calle de la Hacienda de Pavones. The name 'Pavones' likely derives from an old estate (hacienda) in the area. The neighbourhood was urbanized in the 1960s-1970s as part of the massive expansion of eastern Madrid. Moratalaz, once a rural dehesa (pastoral common) belonging to the Order of Calatrava, was transformed into one of Madrid's most densely populated residential districts. The station opened in 1980 on Line 9.",Pavones (neighbourhood),,,,,,,,,es.wikipedia.org/wiki/Estacion_de_Pavones; en.wikipedia.org/wiki/Pavones_(Madrid_Metro),verified,9,1980,Metro de Madrid,"Lleva el nombre del barrio de Pavones, en el distrito de Moratalaz, bajo la calle de la Hacienda de Pavones. El topónimo 'Pavones' probablemente deriva de una antigua hacienda del lugar. El barrio fue urbanizado en las décadas de 1960 y 1970 como parte de la expansión masiva del este de Madrid. Moratalaz, otrora una dehesa perteneciente a la Orden de Calatrava, se transformó en uno de los distritos residenciales más densamente poblados de la capital. La estación se inauguró en 1980 en la Línea 9.",Pavones (barrio)
