id,name,type,subtype,district,neighbourhood,latitude,longitude,etymology_type,etymology_summary,named_after,named_after_wikidata,person_gender,person_birth_year,person_death_year,person_profession,person_nationality,naming_date,previous_names,source,confidence,line,opening_year,operator,municipality,etymology_summary_es,named_after_es
cercanias_032,Colmenar Viejo,cercanias_station,,,,40.645201,-3.776564,place,"Named after the municipality. 'Colmenar' = place of beehives (from colmena, possibly Celtic kolmena from kolmos: straw, per Coromines). 'Viejo' = old. Per Felipe II's Relaciones Topograficas (1579), the original settlement formed around a beekeeper's house on the road between Alcalá de Henares and Segovia. First documented as 'Colmenar Biejo' in 1287.","Colmenar Viejo (old beehive place, from Celtic kolmena)",,,,,,,,,Toponomasticon Hispaniae (toponhisp.org/es/toponimia-de-las-zonas-central-sur-e-insular-atlántica/toponimo/colmenar-viejo);Telemadrid (telemadrid.es);Toponomasticon Hispaniae (toponhisp.org);Ayuntamiento de Colmenar Viejo (colmenarviejo.com); Felipe II Relaciones 1579,verified,C-4;C-4b,,Renfe Cercanias,Colmenar Viejo,"Debe su nombre al municipio. 'Colmenar' = lugar de colmenas (de colmena, posiblemente del céltico kolmena, derivado de kolmos: paja, según Corominas). 'Viejo' = antiguo. Según las Relaciones Topográficas de Felipe II (1579), el primitivo asentamiento se formó en torno a la casa de un colmenero junto al camino entre Alcalá de Henares y Segovia. Primera mención documentada como 'Colmenar Biejo' en 1287.","Colmenar Viejo (lugar de colmenas antiguo, del celta kolmena)"
cercanias_033,Asamblea de Madrid-Entrevías,cercanias_station,,Puente de Vallecas,,40.381633,-3.668024,historical,"The station opened on 10 February 1977 as 'Entrevias', a literal description: the neighbourhood sits hemmed in by railway lines on its east, north, and southwest sides -- literally 'entre vias' (between the tracks). When the new seat of the Asamblea de Madrid (regional parliament) opened nearby in 1998, authorities proposed renaming the station entirely. Residents mobilised to defend the original toponym, arguing that 'Entrevias' was both the barrio's name and the avenue the station served. The compromise was the hyphenated 'Asamblea de Madrid-Entrevias'. Between 2004 and 2007 the tracks approaching the station were buried underground, and a boulevard was built over the tunnel, softening the very isolation that gave the neighbourhood its name.",Asamblea de Madrid (regional parliament) + Entrevías neighbourhood (between railway lines),,,,,,1998,Entrevias,,es.wikipedia.org/wiki/Estacion_de_Asamblea_de_Madrid-Entrev%C3%ADas;CRTM (crtm.es),verified,C-2;C-7;C-8,1977,Renfe Cercanias,Madrid,"La estación se inauguró el 10 de febrero de 1977 con el nombre de 'Entrevías', descripción literal: el barrio queda encajonado entre vías de tren por el este, el norte y el suroeste, literalmente 'entre vías'. Cuando en 1998 se inauguró cerca de aquí la nueva sede de la Asamblea de Madrid (parlamento autonómico), las autoridades propusieron cambiar por completo el nombre de la estación. Los vecinos se movilizaron para defender el topónimo original, argumentando que 'Entrevías' era tanto el nombre del barrio como el de la avenida a la que daba servicio la estación. El resultado fue el nombre con guion 'Asamblea de Madrid-Entrevías'. Entre 2004 y 2007 las vías de acceso a la estación se soterraron, y sobre el túnel se construyó un bulevar que suavizó precisamente el aislamiento que había dado nombre al barrio.",Asamblea de Madrid (regional parliament) + Entrevías barrio (between railway lines)
cercanias_034,El Pozo,cercanias_station,,Puente de Vallecas,,40.376166,-3.656095,descriptive,"Named after the Pozo del Tío Raimundo neighbourhood. The 1864 catastro of Vallecas records a plot called 'Pozo de Raimundo' -- a well and vegetable garden at the crossroads of the Camino de los Yeseros and the Camino del Hormiguero, later expropriated for the railway. From the 1940s onward, rural migrants from Andalusia and Extremadura bought tiny plots for 1.6 pesetas per square metre and raised chabolas (shacks) overnight so police could not demolish them by morning. By 1956 the settlement held over 1700 shacks and 8000 people, making it Madrid's largest shantytown. In 1955 the Jesuit priest José María de Llanos -- confessor to Franco's circle -- abandoned his privileged life and moved into one of the chabolas, eventually building a chapel, school, and vocational centre. Living among the dispossessed turned him into a labour activist and Communist Party member, earning him the nickname 'the Red Priest'.","El Pozo del Tío Raimundo (neighbourhood, from pozo: well)",,,,,,,,,es.wikipedia.org/wiki/Pozo_del_T%C3%ADo_Raimundo; puentedevallecasblog.wordpress.com/pozo-del-tio-raimundo; zaguan.unizar.es/record/118501 (TFG Univ. Zaragoza);Madripedia (madripedia.wikis.cc),verified,C-2;C-7;C-8,1996,Renfe Cercanias,Madrid,"Debe su nombre al barrio del Pozo del Tío Raimundo. El catastro de Vallecas de 1864 registra una parcela llamada 'Pozo de Raimundo': un pozo y huerta en el cruce del Camino de los Yeseros y el Camino del Hormiguero, expropiada más tarde para el trazado ferroviario. Desde los años 40, emigrantes rurales de Andalucía y Extremadura compraban pequeñas parcelas a 1,6 pesetas el metro cuadrado y levantaban chabolas durante la noche para que la policía no pudiera demolerlas por la mañana. En 1956 el asentamiento albergaba más de 1700 chabolas y 8000 personas, lo que lo convertía en el mayor poblado chabolista de Madrid. En 1955 el sacerdote jesuita José María de Llanos —confesor de los círculos franquistas— abandonó su vida privilegiada y se instaló en una de las chabolas, donde acabó construyendo una capilla, una escuela y un centro de formación profesional. Vivir entre los desposeídos lo convirtió en activista obrero y miembro del Partido Comunista, lo que le valió el apodo de 'el cura rojo'.","El Pozo del Tío Raimundo (barrio, from pozo: well)"
cercanias_035,Santa Eugenia,cercanias_station,,Villa de Vallecas,,40.387129,-3.609086,person,"Named after the Ciudad Residencial Santa Eugenia (1970). The development was named after Eugenia, the mother of the three founding brothers (Roberto, Carmelo, Alejandro) who ran the construction company 'Pistas y Obras'. Streets are named after towns in Burgos province, reflecting the brothers' origin. Financed by Banco Rural del Mediterraneo.",Eugenia (mother of Pistas y Obras founders),,F,,,,,,,vallecas.com/santa-eugenia-una-madre-burgalesa-para-vallecas; es.wikipedia.org/wiki/Santa_Eugenia_(Villa_de_Vallecas); santaeugeniaesmibarrio.com,verified,C-2;C-7;C-8,1989,Renfe Cercanias,Madrid,"Toma su nombre de la Ciudad Residencial Santa Eugenia (1970). La urbanización fue bautizada en honor a Eugenia, madre de los tres hermanos fundadores (Roberto, Carmelo y Alejandro), que dirigían la constructora 'Pistas y Obras'. Las calles llevan nombres de pueblos de la provincia de Burgos, reflejo del origen de los hermanos. La promoción fue financiada por el Banco Rural del Mediterráneo.",Eugenia (madre de los fundadores de Pistas y Obras)
cercanias_036,Coslada,cercanias_station,,,,40.423733,-3.561008,place,"Named after the municipality. Menéndez Pidal (Toponimia Prerromanica Hispana 1952) proposed Celtic origin: 'coslo/cosla' (hazelnut) with Romance suffix '-ada', yielding 'hazelnut grove'. He cites parallels: Villa Coslus and Villa Cosla (9th-10th c. France, Marne), Coslumnus (modern Coulo, Yonne), German Kusel (Mainz). Alternative: Latin 'cos' (flint) + 'late' (extensive), from abundant gypsum/flint quarries (per Aurelio García López). The theory 'cova ustulata' (burnt cave) is explicitly dismissed as 'mere hypothesis' by García Sánchez (CVC Rinconete 2008). In his 2010 De Gruyter chapter, García Sánchez calls even the Celtic theory 'mas discutible' (more debatable). First documented 1083 under Alfonso VI; earliest confirmed written mention between 1152-1273 per Julio González (1975).","Coslada (Celtic cosla: hazelnut grove, per Menéndez Pidal)",,,,,,,,,"Menéndez Pidal, Toponimia Prerromanica Hispana (Gredos 1952); García López et al. 'Coslada' (Lunwerg 1998); García Sánchez (CVC Rinconete 2008: cvc.cervantes.es/el_rinconete/anteriores/enero_08/28012008_01.htm); García Sánchez 'En torno a la toponimia madrilena' (De Gruyter 2010: academia.edu/10965316);Cosladaweb (cosladaweb.es)",uncertain,C-2;C-7;C-8,,Renfe Cercanias,Coslada,"Debe su nombre al municipio. Menéndez Pidal (Toponimia Prerrománica Hispana, 1952) propuso un origen céltico: 'coslo/cosla' (avellana) con sufijo romance '-ada', resultando 'avellaneda'. Cita paralelos: Villa Coslus y Villa Cosla (ss. IX-X, Francia, Marne), Coslumnus (actual Coulo, Yonne), el alemán Kusel (Maguncia). Alternativa: latín 'cos' (pedernal) + 'late' (extenso), a partir de las abundantes canteras de yeso y pedernal (según Aurelio García López). La teoría 'cova ustulata' (cueva quemada) es descartada explícitamente como 'mera hipótesis' por García Sánchez (CVC Rinconete, 2008). En su capítulo de De Gruyter de 2010, García Sánchez califica incluso la teoría céltica de 'más discutible'. Primera documentación: 1083, bajo Alfonso VI; mención escrita más antigua confirmada: entre 1152 y 1273, según Julio González (1975).","Coslada (Celtic cosla: avellaneda, per Menéndez Pidal)"
cercanias_037,San Fernando de Henares,cercanias_station,,,,40.4426271,-3.5341077,religious,"Named after the municipality of San Fernando de Henares, which honours Saint Ferdinand III of Castile (1199-1252). King Fernando VI founded the town around the Royal Cloth Factory in the 1740s and named it after his patron saint Ferdinand III, canonized in 1671. This Cercanias station is distinct from the Metro Line 7 station named San Fernando, which lies about two kilometres south in the town centre.",San Fernando III de Castilla,Q243122,M,1199,1252,king; saint,Spanish (Castilian-Leonese),,,es.wikipedia.org/wiki/Estacion_de_San_Fernando_de_Henares; ayto-sanfernando.com; OpenStreetMap,verified,C-2;C-7;C-8,,Renfe Cercanias,San Fernando de Henares,"Toma su nombre del municipio de San Fernando de Henares, que honra a San Fernando III de Castilla (1199-1252). El rey Fernando VI fundó la localidad en torno a la Real Fábrica de Paños en la década de 1740 y la bautizó con el nombre de su santo patrón, Fernando III, canonizado en 1671. Esta estación de Cercanías es distinta de la estación de Metro de la línea 7 llamada San Fernando, situada unos dos kilómetros al sur, en el centro urbano.",San Fernando III de Castilla
cercanias_038,Torrejón de Ardoz,cercanias_station,,,,40.454785,-3.479746,place,"Named after the municipality. 'Torrejón' from Latin 'turris' (tower) with diminutive suffix, referring to a small medieval watchtower on the Reconquista frontier between Christian and Muslim territories (11th century). 'Ardoz' is a hydronym from the Arroyo Ardoz stream; its etymology is uncertain but has parallels with Hispano-Pyrenean toponyms (Arduix, Ardos).",Torrejón de Ardoz (medieval watchtower + Arroyo Ardoz stream),,,,,,,,,Toponomasticon Hispaniae (toponhisp.org/es/toponimia-de-las-zonas-central-sur-e-insular-atlántica/toponimo/torrejon-de-ardoz); Quadernillos;Toponomasticon Hispaniae (toponhisp.org);Torrejón Todo Noticias (torrejontodonoticias.es),verified,C-2;C-7;C-8,,Renfe Cercanias,Torrejón de Ardoz,"Debe su nombre al municipio. 'Torrejón' procede del latín 'turris' (torre) con sufijo diminutivo, en referencia a una pequeña atalaya medieval en la frontera de la Reconquista entre territorios cristianos y musulmanes (siglo XI). 'Ardoz' es un hidrónimo tomado del arroyo Ardoz; su etimología es incierta, pero presenta paralelos con topónimos hispano-pirenaicos (Arduix, Ardos).",Torrejón de Ardoz (torre de vigía medieval + arroyo Ardoz)
cercanias_039,Soto del Henares,cercanias_station,,,,40.463833,-3.441277,descriptive,"Named after the riverside grove ('soto', from Latin 'saltus') on the Henares river in Torrejón de Ardoz. The Soto del Henares is a protected natural area since 2000, home to one of Madrid's finest riparian forests of white poplars, willows, and tamarisk. When housing was built here in 2006-07, archaeologists uncovered a remarkable site spanning the Neolithic through Iron Age, with over 1,000 pit structures including Chalcolithic enclosures and Bronze Age burials. The finds are preserved in the Museo Arqueologico Regional in Alcalá.",Soto del Henares (riverside grove on the Henares river),,,,,,,,,es.wikipedia.org/wiki/Soto_del_Henares;CRTM (crtm.es);Adif (adif.es),verified,C-2;C-7;C-8,2015,Renfe Cercanias,Torrejón de Ardoz,"Toma su nombre del soto (del latín 'saltus', bosque ribereño) a orillas del río Henares, en Torrejón de Ardoz. El Soto del Henares es un espacio natural protegido desde el año 2000, que alberga uno de los mejores bosques de ribera de la Comunidad de Madrid, con álamos blancos, sauces y taray. Cuando se urbanizó la zona en 2006-2007, los arqueólogos descubrieron un yacimiento excepcional que abarca desde el Neolítico hasta la Edad del Hierro, con más de 1000 estructuras de fosa que incluyen recintos calcolíticos y enterramientos de la Edad del Bronce. Los hallazgos se conservan en el Museo Arqueológico Regional de Alcalá.",Soto del Henares (soto ribereño junto al río Henares)
cercanias_040,La Garena,cercanias_station,,,,40.480345,-3.392993,place,"Named after the La Garena residential neighbourhood in Alcalá de Henares. Carlos de Lucena (converso family) purchased a property called 'La Garena' or 'La Garcena' c.1495, which became the 'Senorio de la Garena'. The Lucena estate later became a meeting place for alumbrados (illuminists). The most plausible etymology connects it to Old French 'garenne/guarenne' (game park/rabbit warren, from Medieval Latin *warenna of Germanic origin). The variant spelling 'La Garcena' in the 1495 document may be an intermediate form. The English word 'warren' derives from the same root.",La Garena estate (documented from c.1495),,,,,,,,,Diago Hernando 'El protonotario Lucena en su entorno sociopolitico' (Sefarad 53(2) 1993: sefarad.revistas.csic.es); es.wikipedia.org/wiki/Chorrillo-Garena; Reymundo Tornero 'Datos historicos de Alcalá de Henares' (1950) p.818; etymonline.com/word/warren,uncertain,C-2;C-7;C-8,2004,Renfe Cercanias,Alcalá de Henares,"Toma su nombre del barrio de La Garena en Alcalá de Henares. Carlos de Lucena (de familia conversa) adquirió hacia 1495 una propiedad llamada 'La Garena' o 'La Garcena', que pasó a ser el 'Señorío de la Garena'. La finca de los Lucena se convirtió más tarde en lugar de reunión de alumbrados (iluministas). La etimología más verosímil la relaciona con el francés antiguo 'garenne/guarenne' (coto de caza/conejera, del latín medieval *warenna, de origen germánico). La variante 'La Garcena' que aparece en el documento de 1495 podría ser una forma intermedia. El inglés 'warren' (madriguera) comparte la misma raíz.",Finca de La Garena (documentada desde c. 1495)
cercanias_041,Alcalá de Henares,cercanias_station,,,,40.48906,-3.366189,place,"Named after the city. 'Alcalá' from Arabic 'al-qal'a' (the fortress/castle). The Muslims built a defensive enclave called 'Al-Qal'at Nahar' (the castle on the Henares). The Roman name was Complutum (confluence). 'De Henares' from the river, possibly from Latin 'foenarius' or Arabic 'en-Nahr' (the river). The Arabic 'qal'at' root is extremely productive in Iberian toponymy: Calatrava, Alcalá de Guadaira, etc.","Alcalá de Henares (Arabic al-qal'a: the fortress, on the Henares)",,,,,,,,,Etimologias de Chile (etimologias.dechile.net);La Calle Mayor (lacallemayor.net);El Complutense (elcomplutense.com),verified,C-2;C-7;C-8,,Renfe Cercanias,Alcalá de Henares,"Debe su nombre a la ciudad. 'Alcalá' procede del árabe 'al-qal'a' (la fortaleza/el castillo). Los musulmanes construyeron un enclave defensivo llamado 'Al-Qal'at Nahar' (el castillo sobre el Henares). El nombre romano era Complutum (confluencia). 'De Henares' procede del río, posiblemente del latín 'foenarius' o del árabe 'en-Nahr' (el río). La raíz árabe 'qal'at' es extraordinariamente productiva en la toponimia ibérica: Calatrava, Alcalá de Guadaíra, etc.","Alcalá de Henares (Arabic al-qal'a: la fortaleza, on the Henares)"
cercanias_042,Alcalá de Henares Universidad,cercanias_station,,,,40.505444,-3.335305,place,"Serves the historic University of Alcalá, founded by Cardinal Cisneros in 1499 via papal bull from Alexander VI. It was the world's first purpose-planned university city, blending the Paris and Salamanca models with Renaissance humanism. Here Cisneros commissioned the Biblia Poliglota Complutense (printed 1514-1517), the first multilingual Bible, employing Hebrew, Greek, and Chaldean scholars. The university moved to Madrid in 1836, becoming the Complutense; Alcalá's campus was refounded in 1977 and declared a UNESCO World Heritage Site in 1998.",Universidad de Alcalá,Q1243904,,,,,,,,es.wikipedia.org/wiki/Universidad_de_Alcal%C3%A1; uah.es,verified,C-2;C-8,,Renfe Cercanias,Alcalá de Henares,"Da servicio a la histórica Universidad de Alcalá, fundada por el Cardenal Cisneros en 1499 mediante bula papal de Alejandro VI. Fue la primera ciudad universitaria planificada del mundo, fusionando los modelos de París y Salamanca con el humanismo renacentista. Aquí encargó Cisneros la Biblia Políglota Complutense (impresa entre 1514 y 1517), primera biblia multilingüe, para la que empleó a hebraístas, helenistas y caldeístas. La universidad se trasladó a Madrid en 1836, convirtiéndose en la Complutense; el campus de Alcalá fue refundado en 1977 y declarado Patrimonio de la Humanidad por la UNESCO en 1998.",Universidad de Alcalá
cercanias_043,Meco,cercanias_station,,,,40.53464,-3.298604,place,"Named after the municipality. Etymology debated with no scholarly consensus: (1) Celtic 'miccon' (sheep) from a Celtiberian settlement; (2) Arabic 'maksusk' (bare mountain), supported by Islamic-period archaeological remains at the site; (3) RAE defines 'meco' as 'blackish-red colour', potentially a terrain descriptor. The popular identification with Roman mansio 'Miacum' from the Antonine Itinerary is rejected by modern archaeology: Rodríguez Morales and Jiménez Guijarro have identified Miacum with Collado Mediano (El Beneficio archaeological site), not Meco.","Meco (disputed: Celtic, Roman, or Arabic origin)",,,,,,,,,Quadernillos (quadernillos.com/el-origen-del-nombre-de-torrejon-meco-daganzo-y-camarma); Rodríguez Morales on Miacum (academia.edu); RAE (dle.rae.es/meco); Felipe II Relaciones 1579; es.wikipedia.org/wiki/Meco_(Madrid); amiaire.net/espana/comunidaddemadrid/cuencamediadeljarama/meco,uncertain,C-2;C-8,,Renfe Cercanias,Meco,"Debe su nombre al municipio. La etimología es objeto de debate sin consenso académico: (1) céltico 'miccon' (oveja), a partir de un asentamiento celtíbero; (2) árabe 'maksusk' (monte pelado), apoyado por restos arqueológicos de época islámica en el lugar; (3) la RAE define 'meco' como 'de color rojo negruzco', lo que podría ser un descriptor del terreno. La identificación popular con la mansio romana 'Miacum' del Itinerario de Antonino es rechazada por la arqueología moderna: Rodríguez Morales y Jiménez Guijarro han localizado Miacum en Collado Mediano (yacimiento de El Beneficio), no en Meco.","Meco (origen disputado: celta, romano o árabe)"
cercanias_044,Azuqueca,cercanias_station,,,,40.561009,-3.265344,place,"Named after Azuqueca de Henares. The toponym is fully Arabic: al-zuqayqa, a diminutive of zuqaq ('alley' or 'passage'), describing the narrow path along which the first houses clustered. The village sat on the old Roman road from Merida to Caesaraugusta (Zaragoza), a route the Arabs inherited and that kept Azuqueca connected to long-distance trade for centuries. That same strategic position on what is now the Corredor del Henares -- the A-2 motorway and rail axis linking Madrid to Guadalajara -- fuelled an industrial boom from the 1960s onward, when thousands of workers from central and southern Spain poured in. Today the corridor is one of Spain's principal logistics hubs, and Azuqueca's population has multiplied more than tenfold since 1950.",Azuqueca de Henares (possibly Arabic al-suqayqa: small market),,,,,,,,,Wikipedia (es.wikipedia.org); Ayto. Azuqueca (azuqueca.es);Toponhisp (toponhisp.org),verified,C-2;C-8,,Renfe Cercanias,Azuqueca de Henares,"Debe su nombre a Azuqueca de Henares. El topónimo es plenamente árabe: al-zuqayqa, diminutivo de zuqaq ('callejón' o 'pasaje'), y describe el estrecho camino en torno al cual se agruparon las primeras casas. La aldea se asentaba sobre la antigua calzada romana de Mérida a Caesaraugusta (Zaragoza), una ruta heredada por los árabes que mantuvo a Azuqueca conectada al comercio de larga distancia durante siglos. Esa misma posición estratégica en lo que hoy es el Corredor del Henares —el eje de la A-2 y el ferrocarril que une Madrid con Guadalajara— impulsó un auge industrial a partir de los años 60, cuando miles de trabajadores de la España central y meridional acudieron en masa. Hoy el corredor es uno de los principales polos logísticos de España, y la población de Azuqueca se ha multiplicado por más de diez desde 1950.",Azuqueca de Henares (posiblemente del árabe al-suqayqa: pequeño mercado)
cercanias_045,Guadalajara,cercanias_station,,,,40.644084,-3.182253,place,"Named after the city of Guadalajara, from Arabic 'Wadi al-Hijara' (valley of stones), describing the gravelly Henares river. Under Muslim rule it was part of the Middle March of al-Andalus, governed by the Berber Banu Salim clan, until Alfonso VI annexed it in 1085. The city's crown jewel is the Palacio del Infantado, a stunning 15th-century Gothic-Mudejar palace built by the Mendoza family. On 6 December 1936, during the Civil War, Nationalist bombing set the palace ablaze for several days, leaving only walls and stonework standing; it was painstakingly restored from 1961 and now serves as a cultural centre and museum.",Guadalajara (Arabic Wadi al-Hayara: river/valley of stones),,,,,,,,,Wikipedia (es.wikipedia.org); Milenio; Cervantes Virtual (cervantesvirtual.com),verified,C-2;C-8,,Renfe Cercanias,Guadalajara,"Debe su nombre a la ciudad de Guadalajara, del árabe 'Wadi al-Hijara' (valle de piedras), en alusión al lecho pedregoso del Henares. Bajo dominio musulmán formó parte de la Marca Media de al-Ándalus, gobernada por el clan bereber de los Banu Salim, hasta que Alfonso VI la incorporó en 1085. La joya de la ciudad es el Palacio del Infantado, espléndido edificio gótico-mudéjar del siglo XV erigido por la familia Mendoza. El 6 de diciembre de 1936, durante la Guerra Civil, los bombardeos nacionales incendiaron el palacio durante varios días, dejando en pie tan solo los muros y la cantería; fue restaurado con esmero a partir de 1961 y hoy funciona como centro cultural y museo.",Guadalajara (Arabic Wadi al-Hayara: river/valle de piedras)
cercanias_048,Las Águilas,cercanias_station,,Latina,,40.381459,-3.780377,descriptive,"Named after the Las Aguilas neighbourhood in the Latina district, which took its name from the Pinar de las Aguilas (Pine Grove of the Eagles), a woodland that covered this elevated area of former Carabanchel Alto. The pine grove was one of several aristocratic estates in the zone; nearby, the Hospitaller Brothers of Saint John of God reforested land with thousands of stone pines in 1906, creating the Pinar de San José. Carabanchel Alto remained an independent municipality until annexed by Madrid in 1948; the 1971 district reorganisation split it between today's Latina, Carabanchel and Usera districts, with Las Aguilas assigned to Latina. The neighbourhood retains a hillside character with views over the Manzanares valley.",Las Aguilas neighbourhood (Latina district),,,,,,,,,madripedia.wikis.cc/wiki/Barrio_de_Las_Aguilas; es.wikipedia.org/wiki/Las_%C3%81guilas_(Madrid);Madripedia (madripedia.wikis.cc); en.wikipedia.org/wiki/Carabanchel; mesadelarbolcarabanchel.com,verified,C-5,1976,Renfe Cercanias,Madrid,"Toma su nombre del barrio de Las Águilas, en el distrito de Latina, que a su vez lo adoptó del Pinar de las Águilas, un paraje arbolado que cubría esta zona elevada del antiguo Carabanchel Alto. El pinar era una de varias fincas aristocráticas de la zona; cerca de allí, los Hermanos Hospitalarios de San Juan de Dios reforestaron terrenos con miles de pinos piñoneros en 1906, creando el Pinar de San José. Carabanchel Alto se mantuvo como municipio independiente hasta su anexión a Madrid en 1948; la reorganización distrital de 1971 lo repartió entre los actuales distritos de Latina, Carabanchel y Usera, y Las Águilas quedó asignada a Latina. El barrio conserva su carácter de ladera con vistas sobre el valle del Manzanares.",Las Aguilas barrio (Latina district)
cercanias_051,Alcorcón,cercanias_station,,,,40.3520,-3.8290,place,"Named after the municipality. García Sánchez (CVC Rinconete 2007) favours a hybrid Latin+Arabic formation: the al- prefix is not the Arabic article in its original function but a superstrate adoption over a Latin root *corcu/qorq from Latin 'quercus' (oak), parallel to 'alcornoque' (cork oak). The toponym would mean 'the oak grove' as a Mozarabic hybrid. Alternative: pure Arabic 'al-kur'/'al-gor' (hill/mound), supported by local tradition and the town's elevated position. The folk etymology connecting it to Alcorcón's famous pottery tradition (via 'alcor' as copper oxide glaze) is linguistically dubious: Corominas traces 'alcorque' to Latin 'cortex' (bark), not 'quercus'. First documented 1208 as 'Canada de Alcorcón' under Alfonso VIII.","Alcorcón (hybrid al- + Latin quercus: oak grove, per García Sánchez)",,,,,,,,,García Sánchez (CVC Rinconete 2007) (cvc.cervantes.es/el_rinconete); Corominas;Ayuntamiento de Alcorcón (ayto-alcorcon.es);Alcorconhoy (alcorconhoy.com),probable,C-5,,Renfe Cercanias,Alcorcón,"Debe su nombre al municipio. García Sánchez (CVC Rinconete 2007) se inclina por una formación híbrida latino-árabe: el prefijo al- no funciona aquí como artículo árabe en sentido estricto, sino como un elemento de superestrato sobre una raíz latina *corcu/qorq procedente de 'quercus' (encina), paralelo a 'alcornoque'. El topónimo significaría 'el encinar' como híbrido mozárabe. Alternativa: árabe puro 'al-kur'/'al-gor' (colina/loma), respaldado por la tradición local y la posición elevada del municipio. La etimología popular que lo asocia a la famosa tradición alfarera de Alcorcón (a través de 'alcor' como esmalte de óxido de cobre) carece de base lingüística: Corominas remonta 'alcorque' al latín 'cortex' (corteza), no a 'quercus'. Primera documentación: 1208, como 'Cañada de Alcorcón', bajo Alfonso VIII.","Alcorcón (hybrid al- + Latin quercus: robledal, per García Sánchez)"
cercanias_052,San José de Valderas,cercanias_station,,,,40.3565270,-3.8158622,religious,"Named after the San José de Valderas neighbourhood of Alcorcón. The Marqueses de Valderas acquired properties in the Valdecuervo area c.1913 and built castle-palaces by 1917, including a private chapel dedicated to San José. The neighbourhood (from 1958) took its name from this chapel. 'Valderas' documented from 1121 as 'Vald'Heras' (valley of threshing floors, from Latin area).",San José de Valderas neighbourhood (patron saint + Valderas estate),,,,,,,,,alcorconhoy.com/los-castillos-de-san-jose-de-valderas; Díaz Lage (dialnet.unirioja.es/servlet/articulo?código=4406080); valdedevalderas.blogspot.com;Ayto. Alcorcón (ayto-alcorcon.es),verified,C-5,1976,Renfe Cercanias,Alcorcón,"Debe su nombre al barrio de San José de Valderas, en Alcorcón. Los marqueses de Valderas adquirieron propiedades en la zona de Valdecuervo hacia 1913 y construyeron palacios-castillo hacia 1917, que incluían una capilla privada dedicada a San José. El barrio (desde 1958) tomó el nombre de dicha capilla. 'Valderas' está documentado desde 1121 como 'Vald'Heras' (valle de las eras, del latín area).",San José de Valderas barrio (santo patrón + Valderas estate)
cercanias_053,Las Retamas,cercanias_station,,,,40.3414497,-3.8429569,descriptive,"Named after the abundant retama (Retama sphaerocarpa) that grew across this terrain between Alcorcón and Móstoles. 'Retama' entered Spanish from Andalusi Arabic 'ratama' (classical Arabic 'ratamah'), one of the deepest Arabic botanical loanwords in the language. This drought-resistant legume fixes nitrogen in poor soils, making it a pioneer species on Madrid's arid meseta -- its bright yellow flowers once blanketed the uncultivated wastelands here. The station opened in 2003 on the C-5 extension, built on an embankment at the intersection of Avenida de Móstoles and Avenida de las Retamas.","Las Retamas neighbourhood (Móstoles, from retama: broom plant)",,,,,,,,,"RAE (dle.rae.es/retama -- 'del ar. hisp. ratama, del ar. clas. ratamah'); etimologias.dechile.net/?retama; es.wikipedia.org/wiki/Estacion_de_Las_Retamas;Ayto. Móstoles (mostoles.es);CRTM (crtm.es)",verified,C-5,2003,Renfe Cercanias,Alcorcón,"Toma su nombre de la abundante retama (Retama sphaerocarpa) que crecía en estos terrenos entre Alcorcón y Móstoles. 'Retama' entró en el castellano desde el árabe andalusí 'ratama' (árabe clásico 'ratamah'), uno de los arabismos botánicos de más hondo arraigo en la lengua. Esta leguminosa resistente a la sequía fija nitrógeno en suelos pobres, lo que la convierte en especie pionera en la árida meseta madrileña; sus llamativas flores amarillas cubrían antaño los baldíos de esta zona. La estación se abrió en 2003, dentro de la ampliación de la línea C-5, construida sobre un terraplén en el cruce de la Avenida de Móstoles y la Avenida de las Retamas.","Las Retamas barrio (Móstoles, from retama: retama)"
cercanias_054,Móstoles,cercanias_station,,,,40.3285651,-3.8639329,place,"Named after the municipality. From Latin 'monisterium/monisteriis' (monasteries): Monisterium > Monsteriu > Moster > Mostel > Mosteles > Móstoles, indicating pre-Islamic Christian monasteries in the area. First document mentioning the town (1144) calls it 'Turrem de Monsteles' (Tower of Mosteles).",Móstoles (from Latin monisterium: monasteries),,,,,,,,,García Sánchez (CVC Rinconete Part IV: cvc.cervantes.es/el_rinconete/anteriores/agosto_07/31082007_02.htm); Rodríguez Morales (celtiberia.net/es/biblioteca/?id=1935); es.wikipedia.org/wiki/M%C3%B3stoles,probable,C-5,,Renfe Cercanias,Móstoles,"Debe su nombre al municipio. Procede del latín 'monisterium/monisteriis' (monasterios): Monisterium > Monsteriu > Moster > Mostel > Mosteles > Móstoles, lo que indica la presencia de monasterios cristianos anteriores a la etapa islámica. El primer documento que menciona la localidad (1144) la llama 'Turrem de Monsteles' (Torre de Mosteles).",Móstoles (del latín monisterium: monasteries)
